order_id;position_no;quantity;login;factory
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;25;2025-07-23 11:36:05;Düsseldorf
1076667;0;50;2025-07-23 11:36:05;Düsseldorf
1076667;0;25;2025-07-23 11:36:05;Düsseldorf
1076667;1;14;2025-07-23 11:36:05;Düsseldorf
1076667;0;1450;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;200;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;20;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;500;2025-07-23 11:36:05;Düsseldorf
1076667;0;110;2025-07-23 11:36:05;Düsseldorf
1076667;0;200;2025-07-23 11:36:05;Düsseldorf
1076667;0;50;2025-07-23 11:36:05;Düsseldorf
1076667;0;200;2025-07-23 11:36:05;Düsseldorf
1076667;0;250;2025-07-23 11:36:05;Düsseldorf
1076667;0;200;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;10;2025-07-23 11:36:05;Düsseldorf
1076667;0;200;2025-07-23 11:36:05;Düsseldorf
1076667;0;200;2025-07-23 11:36:05;Düsseldorf
1076667;0;200;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;10;2025-07-23 11:36:05;Düsseldorf
1076667;0;200;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;10;2025-07-23 11:36:05;Düsseldorf
1076667;0;200;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;200;2025-07-23 11:36:05;Düsseldorf
1076667;0;50;2025-07-23 11:36:05;Düsseldorf
1076667;0;600;2025-07-23 11:36:05;Düsseldorf
1076667;0;550;2025-07-23 11:36:05;Düsseldorf
1076667;0;300;2025-07-23 11:36:05;Düsseldorf
1076667;0;300;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;250;2025-07-23 11:36:05;Düsseldorf
1076667;0;50;2025-07-23 11:36:05;Düsseldorf
1076667;0;150;2025-07-23 11:36:05;Düsseldorf
1076667;0;400;2025-07-23 11:36:05;Düsseldorf
1076667;0;950;2025-07-23 11:36:05;Düsseldorf
1076667;0;1400;2025-07-23 11:36:05;Düsseldorf
1076667;0;300;2025-07-23 11:36:05;Düsseldorf
1076667;0;350;2025-07-23 11:36:05;Düsseldorf
1076667;0;750;2025-07-23 11:36:05;Düsseldorf
1076667;1;400;2025-07-23 11:36:05;Düsseldorf
1076667;0;80;2025-07-23 11:36:05;Düsseldorf
1076667;0;10;2025-07-23 11:36:05;Düsseldorf
1076667;0;200;2025-07-23 11:36:05;Düsseldorf
1076667;0;200;2025-07-23 11:36:05;Düsseldorf
1076667;1;25;2025-07-23 11:36:05;Düsseldorf
1076667;2;50;2025-07-23 11:36:05;Düsseldorf
1076667;3;50;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;150;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;145;2025-07-23 11:36:05;Düsseldorf
1076667;0;50;2025-07-23 11:36:05;Düsseldorf
1076667;0;50;2025-07-23 11:36:05;Düsseldorf
1076667;0;5;2025-07-23 11:36:05;Düsseldorf
1076667;0;50;2025-07-23 11:36:05;Düsseldorf
1076667;0;200;2025-07-23 11:36:05;Düsseldorf
1076667;0;395;2025-07-23 11:36:05;Düsseldorf
1076667;0;250;2025-07-23 11:36:05;Düsseldorf
1076667;0;145;2025-07-23 11:36:05;Düsseldorf
1076667;1;25;2025-07-23 11:36:05;Düsseldorf
1076667;1;20;2025-07-23 11:36:05;Düsseldorf
1076667;0;50;2025-07-23 11:36:05;Düsseldorf
1076667;0;50;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;50;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;150;2025-07-23 11:36:05;Düsseldorf
1076667;0;50;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;50;2025-07-23 11:36:05;Düsseldorf
1076667;0;50;2025-07-23 11:36:05;Düsseldorf
1076667;0;50;2025-07-23 11:36:05;Düsseldorf
1076667;0;10;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;1;20;2025-07-23 11:36:05;Düsseldorf
1076667;0;50;2025-07-23 11:36:05;Düsseldorf
1076667;0;10;2025-07-23 11:36:05;Düsseldorf
1076667;0;45;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;50;2025-07-23 11:36:05;Düsseldorf
1076667;0;50;2025-07-23 11:36:05;Düsseldorf
1076667;0;50;2025-07-23 11:36:05;Düsseldorf
1076667;0;5;2025-07-23 11:36:05;Düsseldorf
1076667;0;50;2025-07-23 11:36:05;Düsseldorf
1076667;0;10;2025-07-23 11:36:05;Düsseldorf
1076667;0;30;2025-07-23 11:36:05;Düsseldorf
1076667;0;30;2025-07-23 11:36:05;Düsseldorf
1076667;0;25;2025-07-23 11:36:05;Düsseldorf
1076667;0;25;2025-07-23 11:36:05;Düsseldorf
1076667;0;25;2025-07-23 11:36:05;Düsseldorf
1076667;0;25;2025-07-23 11:36:05;Düsseldorf
1076667;0;25;2025-07-23 11:36:05;Düsseldorf
1076667;0;125;2025-07-23 11:36:05;Düsseldorf
1076667;0;60;2025-07-23 11:36:05;Düsseldorf
1076667;0;25;2025-07-23 11:36:05;Düsseldorf
1076667;0;25;2025-07-23 11:36:05;Düsseldorf
1076667;0;25;2025-07-23 11:36:05;Düsseldorf
1076667;0;50;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076667;0;25;2025-07-23 11:36:05;Düsseldorf
1076667;0;50;2025-07-23 11:36:05;Düsseldorf
1076667;0;0;2025-07-23 11:36:05;Düsseldorf
1076667;0;60;2025-07-23 11:36:05;Düsseldorf
1076667;0;40;2025-07-23 11:36:05;Düsseldorf
1076667;0;20;2025-07-23 11:36:05;Düsseldorf
1076667;0;20;2025-07-23 11:36:05;Düsseldorf
1076667;0;20;2025-07-23 11:36:05;Düsseldorf
1076667;0;10;2025-07-23 11:36:05;Düsseldorf
1076667;0;30;2025-07-23 11:36:05;Düsseldorf
1076667;0;10;2025-07-23 11:36:05;Düsseldorf
1076667;0;10;2025-07-23 11:36:05;Düsseldorf
1076667;0;30;2025-07-23 11:36:05;Düsseldorf
1076667;0;40;2025-07-23 11:36:05;Düsseldorf
1076667;0;10;2025-07-23 11:36:05;Düsseldorf
1076667;0;10;2025-07-23 11:36:05;Düsseldorf
1076667;0;10;2025-07-23 11:36:05;Düsseldorf
1076667;0;10;2025-07-23 11:36:05;Düsseldorf
1076667;0;10;2025-07-23 11:36:05;Düsseldorf
1076667;0;20;2025-07-23 11:36:05;Düsseldorf
1076667;0;10;2025-07-23 11:36:05;Düsseldorf
1076667;0;60;2025-07-23 11:36:05;Düsseldorf
1076667;0;20;2025-07-23 11:36:05;Düsseldorf
1076667;0;10;2025-07-23 11:36:05;Düsseldorf
1076667;0;10;2025-07-23 11:36:05;Düsseldorf
1076667;0;15;2025-07-23 11:36:05;Düsseldorf
1076667;1;15;2025-07-23 11:36:05;Düsseldorf
1076667;2;30;2025-07-23 11:36:05;Düsseldorf
1076667;3;15;2025-07-23 11:36:05;Düsseldorf
1076667;4;30;2025-07-23 11:36:05;Düsseldorf
1076667;5;60;2025-07-23 11:36:05;Düsseldorf
1076667;6;45;2025-07-23 11:36:05;Düsseldorf
1076667;7;30;2025-07-23 11:36:05;Düsseldorf
1076667;0;30;2025-07-23 11:36:05;Düsseldorf
1076667;0;15;2025-07-23 11:36:05;Düsseldorf
1076667;0;0;2025-07-23 11:36:05;Düsseldorf
1076667;0;100;2025-07-23 11:36:05;Düsseldorf
1076677;0;50;2025-07-23 12:14:47;Düsseldorf
1076702;1;17;2025-07-23 14:05:34;Düsseldorf
1076703;0;8;2025-07-23 14:08:30;Düsseldorf
1076709;1;67;2025-07-23 14:30:11;Düsseldorf
1076709;0;0;2025-07-23 14:30:11;Düsseldorf
1076725;0;5;2025-07-23 15:26:35;Düsseldorf
1076725;0;0;2025-07-23 15:26:35;Düsseldorf
1076725;0;0;2025-07-23 15:26:35;Düsseldorf
1076732;0;2;2025-07-23 16:02:31;Düsseldorf
1076736;1;8;2025-07-23 16:38:31;Düsseldorf
1076736;1;0;2025-07-23 16:38:31;Düsseldorf
1076736;1;0;2025-07-23 16:38:31;Düsseldorf
1076736;1;0;2025-07-23 16:38:31;Düsseldorf
1076755;0;1;2025-07-24 08:30:45;Düsseldorf
1076775;1;22;2025-07-24 10:32:36;Düsseldorf
1076775;1;5;2025-07-24 10:32:36;Düsseldorf
1076782;0;1;2025-07-24 11:07:07;Düsseldorf
1076782;0;1;2025-07-24 11:07:07;Düsseldorf
1076782;0;1;2025-07-24 11:07:07;Düsseldorf
1076782;0;1;2025-07-24 11:07:07;Düsseldorf
1076782;0;1;2025-07-24 11:07:07;Düsseldorf
1076782;0;1;2025-07-24 11:07:07;Düsseldorf
1076786;1;2;2025-07-24 11:16:50;Düsseldorf
1076787;1;1;2025-07-24 11:18:08;Düsseldorf
1076792;0;1;2025-07-24 11:26:12;Düsseldorf
1076801;0;10;2025-07-24 12:06:11;Düsseldorf
1076801;0;0;2025-07-24 12:06:11;Düsseldorf
1076801;0;0;2025-07-24 12:06:11;Düsseldorf
1076801;0;0;2025-07-24 12:06:11;Düsseldorf
1076829;0;2;2025-07-24 13:52:34;Düsseldorf
1076829;0;1;2025-07-24 13:52:34;Düsseldorf
1076833;0;30;2025-07-24 14:05:39;Düsseldorf
1076833;0;21;2025-07-24 14:05:39;Düsseldorf
1076833;1;1;2025-07-24 14:05:39;Düsseldorf
1076842;0;242;2025-07-24 14:53:10;Düsseldorf
1076844;1;3;2025-07-24 15:05:04;Düsseldorf
1076848;0;1;2025-07-24 15:23:40;Düsseldorf
1076848;1;1;2025-07-24 15:23:40;Düsseldorf
1076848;2;2;2025-07-24 15:23:40;Düsseldorf
1076848;0;1;2025-07-24 15:23:40;Düsseldorf
1076848;0;1;2025-07-24 15:23:40;Düsseldorf
1076848;1;1;2025-07-24 15:23:40;Düsseldorf
1076858;1;0;2025-07-24 15:54:53;Düsseldorf
1076863;1;0;2025-07-24 16:12:32;Düsseldorf
1076866;0;1;2025-07-24 16:45:31;Düsseldorf
1076866;0;0;2025-07-24 16:45:31;Düsseldorf
1076866;0;0;2025-07-24 16:45:31;Düsseldorf
1076867;0;1;2025-07-24 16:50:58;Düsseldorf
1076867;0;1;2025-07-24 16:50:58;Düsseldorf
1076871;1;2;2025-07-24 16:54:35;Düsseldorf
1076872;1;10;2025-07-24 16:56:31;Düsseldorf
1076872;1;1;2025-07-24 16:56:31;Düsseldorf
1076872;0;1;2025-07-24 16:56:31;Düsseldorf
1076872;0;8;2025-07-24 16:56:31;Düsseldorf
1076872;0;0;2025-07-24 16:56:31;Düsseldorf
1076874;1;0;2025-07-25 08:02:59;Düsseldorf
1076874;0;840;2025-07-25 08:02:59;Düsseldorf
1076874;0;410;2025-07-25 08:02:59;Düsseldorf
1076874;0;205;2025-07-25 08:02:59;Düsseldorf
1076883;0;2;2025-07-25 08:25:18;Düsseldorf
1076883;0;2;2025-07-25 08:25:18;Düsseldorf
1076887;1;0;2025-07-25 08:33:44;Düsseldorf
1076887;0;5;2025-07-25 08:33:44;Düsseldorf
1076887;0;2;2025-07-25 08:33:44;Düsseldorf
1076887;0;1;2025-07-25 08:33:44;Düsseldorf
1076887;0;2;2025-07-25 08:33:44;Düsseldorf
1076887;0;2;2025-07-25 08:33:44;Düsseldorf
1076887;0;1;2025-07-25 08:33:44;Düsseldorf
1076887;0;1;2025-07-25 08:33:44;Düsseldorf
1076887;0;1;2025-07-25 08:33:44;Düsseldorf
1076887;0;3;2025-07-25 08:33:44;Düsseldorf
1076887;0;1;2025-07-25 08:33:44;Düsseldorf
1076887;0;5;2025-07-25 08:33:44;Düsseldorf
1076887;0;1;2025-07-25 08:33:44;Düsseldorf
1076887;0;1;2025-07-25 08:33:44;Düsseldorf
1076887;0;8;2025-07-25 08:33:44;Düsseldorf
1076887;0;2;2025-07-25 08:33:44;Düsseldorf
1076887;0;1;2025-07-25 08:33:44;Düsseldorf
1076887;0;3;2025-07-25 08:33:44;Düsseldorf
1076887;0;1;2025-07-25 08:33:44;Düsseldorf
1076887;0;1;2025-07-25 08:33:44;Düsseldorf
1076887;0;2;2025-07-25 08:33:44;Düsseldorf
1076887;0;2;2025-07-25 08:33:44;Düsseldorf
1076887;0;1;2025-07-25 08:33:44;Düsseldorf
1076887;0;1;2025-07-25 08:33:44;Düsseldorf
1076887;0;3;2025-07-25 08:33:44;Düsseldorf
1076887;0;1;2025-07-25 08:33:44;Düsseldorf
1076887;0;2;2025-07-25 08:33:44;Düsseldorf
1076887;0;4;2025-07-25 08:33:44;Düsseldorf
1076887;0;2;2025-07-25 08:33:44;Düsseldorf
1076887;0;1;2025-07-25 08:33:44;Düsseldorf
1076887;0;2;2025-07-25 08:33:44;Düsseldorf
1076887;0;2;2025-07-25 08:33:44;Düsseldorf
1076887;0;2;2025-07-25 08:33:44;Düsseldorf
1076887;0;4;2025-07-25 08:33:44;Düsseldorf
1076887;0;2;2025-07-25 08:33:44;Düsseldorf
1076887;0;3;2025-07-25 08:33:44;Düsseldorf
1076887;0;2;2025-07-25 08:33:44;Düsseldorf
1076887;0;1;2025-07-25 08:33:44;Düsseldorf
1076892;0;50;2025-07-25 09:01:16;Düsseldorf
1076892;0;50;2025-07-25 09:01:16;Düsseldorf
1076892;0;1;2025-07-25 09:01:16;Düsseldorf
1076892;0;2;2025-07-25 09:01:16;Düsseldorf
1076892;0;0;2025-07-25 09:01:16;Düsseldorf
1076892;0;0;2025-07-25 09:01:16;Düsseldorf
1076894;1;35;2025-07-25 08:59:44;Düsseldorf
1076895;1;0;2025-07-25 09:07:45;Düsseldorf
1076895;0;5;2025-07-25 09:07:45;Düsseldorf
1076895;0;2;2025-07-25 09:07:45;Düsseldorf
1076895;0;1;2025-07-25 09:07:45;Düsseldorf
1076895;0;2;2025-07-25 09:07:45;Düsseldorf
1076895;0;2;2025-07-25 09:07:45;Düsseldorf
1076895;0;1;2025-07-25 09:07:45;Düsseldorf
1076895;0;1;2025-07-25 09:07:45;Düsseldorf
1076895;0;1;2025-07-25 09:07:45;Düsseldorf
1076895;0;3;2025-07-25 09:07:45;Düsseldorf
1076895;0;1;2025-07-25 09:07:45;Düsseldorf
1076895;0;5;2025-07-25 09:07:45;Düsseldorf
1076895;0;1;2025-07-25 09:07:45;Düsseldorf
1076895;0;1;2025-07-25 09:07:45;Düsseldorf
1076895;0;8;2025-07-25 09:07:45;Düsseldorf
1076895;0;2;2025-07-25 09:07:45;Düsseldorf
1076895;0;1;2025-07-25 09:07:45;Düsseldorf
1076895;0;3;2025-07-25 09:07:45;Düsseldorf
1076895;0;1;2025-07-25 09:07:45;Düsseldorf
1076895;0;1;2025-07-25 09:07:45;Düsseldorf
1076895;0;2;2025-07-25 09:07:45;Düsseldorf
1076895;0;2;2025-07-25 09:07:45;Düsseldorf
1076895;0;1;2025-07-25 09:07:45;Düsseldorf
1076895;0;1;2025-07-25 09:07:45;Düsseldorf
1076895;0;3;2025-07-25 09:07:45;Düsseldorf
1076895;0;1;2025-07-25 09:07:45;Düsseldorf
1076895;0;2;2025-07-25 09:07:45;Düsseldorf
1076895;0;4;2025-07-25 09:07:45;Düsseldorf
1076895;0;2;2025-07-25 09:07:45;Düsseldorf
1076895;0;1;2025-07-25 09:07:45;Düsseldorf
1076895;0;2;2025-07-25 09:07:45;Düsseldorf
1076895;0;2;2025-07-25 09:07:45;Düsseldorf
1076895;0;2;2025-07-25 09:07:45;Düsseldorf
1076895;0;4;2025-07-25 09:07:45;Düsseldorf
1076895;0;2;2025-07-25 09:07:45;Düsseldorf
1076895;0;3;2025-07-25 09:07:45;Düsseldorf
1076895;0;2;2025-07-25 09:07:45;Düsseldorf
1076895;0;1;2025-07-25 09:07:45;Düsseldorf
1076902;0;40;2025-07-25 09:33:30;Düsseldorf
1076902;0;0;2025-07-25 09:33:30;Düsseldorf
1076902;0;0;2025-07-25 09:33:30;Düsseldorf
1076902;0;0;2025-07-25 09:33:30;Düsseldorf
1076906;0;7;2025-07-25 09:57:59;Düsseldorf
1076906;0;12;2025-07-25 09:57:59;Düsseldorf
1076906;0;1;2025-07-25 09:57:59;Düsseldorf
1076911;0;50;2025-07-25 10:18:04;Düsseldorf
1076911;0;15;2025-07-25 10:18:04;Düsseldorf
1076914;1;30;2025-07-25 10:29:52;Düsseldorf
1076915;0;10;2025-07-25 10:35:44;Düsseldorf
1076915;0;10;2025-07-25 10:35:44;Düsseldorf
1076915;0;100;2025-07-25 10:35:44;Düsseldorf
1076915;0;100;2025-07-25 10:35:44;Düsseldorf
1076915;0;100;2025-07-25 10:35:44;Düsseldorf
1076915;0;25;2025-07-25 10:35:44;Düsseldorf
1076915;0;75;2025-07-25 10:35:44;Düsseldorf
1076915;0;75;2025-07-25 10:35:44;Düsseldorf
1076915;0;25;2025-07-25 10:35:44;Düsseldorf
1076915;0;200;2025-07-25 10:35:44;Düsseldorf
1076915;0;100;2025-07-25 10:35:44;Düsseldorf
1076915;1;200;2025-07-25 10:35:44;Düsseldorf
1076915;0;100;2025-07-25 10:35:44;Düsseldorf
1076915;0;50;2025-07-25 10:35:44;Düsseldorf
1076915;0;100;2025-07-25 10:35:44;Düsseldorf
1076915;0;50;2025-07-25 10:35:44;Düsseldorf
1076915;0;200;2025-07-25 10:35:44;Düsseldorf
1076915;0;45;2025-07-25 10:35:44;Düsseldorf
1076915;0;200;2025-07-25 10:35:44;Düsseldorf
1076915;0;50;2025-07-25 10:35:44;Düsseldorf
1076915;0;100;2025-07-25 10:35:44;Düsseldorf
1076915;0;50;2025-07-25 10:35:44;Düsseldorf
1076915;0;100;2025-07-25 10:35:44;Düsseldorf
1076915;0;50;2025-07-25 10:35:44;Düsseldorf
1076915;0;50;2025-07-25 10:35:44;Düsseldorf
1076915;0;50;2025-07-25 10:35:44;Düsseldorf
1076915;0;50;2025-07-25 10:35:44;Düsseldorf
1076915;0;60;2025-07-25 10:35:44;Düsseldorf
1076915;0;50;2025-07-25 10:35:44;Düsseldorf
1076915;0;50;2025-07-25 10:35:44;Düsseldorf
1076915;0;50;2025-07-25 10:35:44;Düsseldorf
1076915;0;30;2025-07-25 10:35:44;Düsseldorf
1076915;0;25;2025-07-25 10:35:44;Düsseldorf
1076915;0;25;2025-07-25 10:35:44;Düsseldorf
1076915;0;50;2025-07-25 10:35:44;Düsseldorf
1076915;0;100;2025-07-25 10:35:44;Düsseldorf
1076915;0;10;2025-07-25 10:35:44;Düsseldorf
1076915;0;40;2025-07-25 10:35:44;Düsseldorf
1076915;0;10;2025-07-25 10:35:44;Düsseldorf
1076915;0;10;2025-07-25 10:35:44;Düsseldorf
1076915;0;20;2025-07-25 10:35:44;Düsseldorf
1076915;0;30;2025-07-25 10:35:44;Düsseldorf
1076915;0;10;2025-07-25 10:35:44;Düsseldorf
1076915;0;15;2025-07-25 10:35:44;Düsseldorf
1076915;0;45;2025-07-25 10:35:44;Düsseldorf
1076927;1;160;2025-07-25 11:26:21;Düsseldorf
1076927;1;90;2025-07-25 11:26:21;Düsseldorf
1076927;1;135;2025-07-25 11:26:21;Düsseldorf
1076927;1;55;2025-07-25 11:26:21;Düsseldorf
1076927;1;20;2025-07-25 11:26:21;Düsseldorf
1076927;1;20;2025-07-25 11:26:21;Düsseldorf
1076927;1;20;2025-07-25 11:26:21;Düsseldorf
1076927;1;650;2025-07-25 11:26:21;Düsseldorf
1076927;1;0;2025-07-25 11:26:21;Düsseldorf
1076927;1;50;2025-07-25 11:26:21;Düsseldorf
1076927;1;0;2025-07-25 11:26:21;Düsseldorf
1076927;1;590;2025-07-25 11:26:21;Düsseldorf
1076927;1;340;2025-07-25 11:26:21;Düsseldorf
1076927;1;340;2025-07-25 11:26:21;Düsseldorf
1076927;1;340;2025-07-25 11:26:21;Düsseldorf
1076927;1;340;2025-07-25 11:26:21;Düsseldorf
1076927;1;340;2025-07-25 11:26:21;Düsseldorf
1076927;1;340;2025-07-25 11:26:21;Düsseldorf
1076927;1;340;2025-07-25 11:26:21;Düsseldorf
1076927;1;340;2025-07-25 11:26:21;Düsseldorf
1076927;1;0;2025-07-25 11:26:21;Düsseldorf
1076934;1;3;2025-07-25 11:55:24;Düsseldorf
1076934;1;9;2025-07-25 11:55:24;Düsseldorf
1076936;0;5;2025-07-25 12:04:40;Düsseldorf
1076936;0;15;2025-07-25 12:04:40;Düsseldorf
1076936;0;1;2025-07-25 12:04:40;Düsseldorf
1076936;0;2;2025-07-25 12:04:40;Düsseldorf
1076936;0;8;2025-07-25 12:04:40;Düsseldorf
1076936;0;1;2025-07-25 12:04:40;Düsseldorf
1076936;0;1;2025-07-25 12:04:40;Düsseldorf
1076936;0;0;2025-07-25 12:04:40;Düsseldorf
1076936;0;0;2025-07-25 12:04:40;Düsseldorf
1076936;0;0;2025-07-25 12:04:40;Düsseldorf
1076936;0;0;2025-07-25 12:04:40;Düsseldorf
1076936;0;0;2025-07-25 12:04:40;Düsseldorf
1076936;0;0;2025-07-25 12:04:40;Düsseldorf
1076940;1;0;2025-07-25 12:23:32;Düsseldorf
1076945;0;15;2025-07-25 13:21:22;Düsseldorf
1076945;0;55;2025-07-25 13:21:22;Düsseldorf
1076945;0;45;2025-07-25 13:21:22;Düsseldorf
1076945;0;30;2025-07-25 13:21:22;Düsseldorf
1076948;2;0;2025-07-25 13:21:45;Düsseldorf
1076948;0;2;2025-07-25 13:21:45;Düsseldorf
1076948;0;9;2025-07-25 13:21:45;Düsseldorf
1076948;0;40;2025-07-25 13:21:45;Düsseldorf
1076948;0;1;2025-07-25 13:21:45;Düsseldorf
1076948;0;1;2025-07-25 13:21:45;Düsseldorf
1076948;0;1;2025-07-25 13:21:45;Düsseldorf
1076948;0;6;2025-07-25 13:21:45;Düsseldorf
1076948;0;90;2025-07-25 13:21:45;Düsseldorf
1076948;1;1;2025-07-25 13:21:45;Düsseldorf
1076948;1;1;2025-07-25 13:21:45;Düsseldorf
1076948;0;4;2025-07-25 13:21:45;Düsseldorf
1076958;1;5;2025-07-25 14:00:56;Düsseldorf
1076958;1;50;2025-07-25 14:00:56;Düsseldorf
1076958;1;25;2025-07-25 14:00:56;Düsseldorf
1076958;0;0;2025-07-25 14:00:56;Düsseldorf
1076958;1;0;2025-07-25 14:00:56;Düsseldorf
1076958;0;0;2025-07-25 14:00:56;Düsseldorf
1076958;1;0;2025-07-25 14:00:56;Düsseldorf
1076958;1;0;2025-07-25 14:00:56;Düsseldorf
1076963;1;0;2025-07-25 14:45:45;Düsseldorf
1076964;0;5;2025-07-25 15:21:42;Düsseldorf
1076964;0;300;2025-07-25 15:21:42;Düsseldorf
1076965;1;0;2025-07-25 15:21:44;Düsseldorf
1076965;0;1;2025-07-25 15:21:44;Düsseldorf
1076965;0;1;2025-07-25 15:21:44;Düsseldorf
1076965;0;5;2025-07-25 15:21:44;Düsseldorf
1076965;0;1;2025-07-25 15:21:44;Düsseldorf
1076965;0;1;2025-07-25 15:21:44;Düsseldorf
1076965;0;60;2025-07-25 15:21:44;Düsseldorf
1076965;0;2;2025-07-25 15:21:44;Düsseldorf
1076965;0;1;2025-07-25 15:21:44;Düsseldorf
1076966;0;110;2025-07-25 15:21:46;Düsseldorf
1076967;1;0;2025-07-25 15:21:48;Düsseldorf
1076967;0;5;2025-07-25 15:21:48;Düsseldorf
1076967;0;33;2025-07-25 15:21:48;Düsseldorf
1076967;0;3;2025-07-25 15:21:48;Düsseldorf
1076967;0;2;2025-07-25 15:21:48;Düsseldorf
1076967;0;1;2025-07-25 15:21:48;Düsseldorf
1076968;0;50;2025-07-25 15:25:02;Düsseldorf
1076968;0;5;2025-07-25 15:25:02;Düsseldorf
1076970;0;130;2025-07-25 15:25:47;Düsseldorf
1076970;0;10;2025-07-25 15:25:47;Düsseldorf
1076970;0;50;2025-07-25 15:25:47;Düsseldorf
1076970;0;1;2025-07-25 15:25:47;Düsseldorf
1076972;0;1;2025-07-25 15:39:36;Düsseldorf
1076972;1;5;2025-07-25 15:39:36;Düsseldorf
1076972;2;5;2025-07-25 15:39:36;Düsseldorf
1076973;0;2;2025-07-25 15:53:15;Düsseldorf
1076973;0;0;2025-07-25 15:53:15;Düsseldorf
1076973;0;0;2025-07-25 15:53:15;Düsseldorf
1076974;0;1;2025-07-25 15:57:35;Düsseldorf
1076975;0;13;2025-07-25 15:57:56;Düsseldorf
1076976;0;1;2025-07-25 16:10:27;Düsseldorf
1076976;0;3;2025-07-25 16:10:27;Düsseldorf
1076977;0;2;2025-07-25 16:50:27;Düsseldorf
1076978;0;5;2025-07-28 08:00:41;Düsseldorf
1076978;0;5;2025-07-28 08:00:41;Düsseldorf
1076979;0;10;2025-07-28 07:59:43;Düsseldorf
1076979;0;20;2025-07-28 07:59:43;Düsseldorf
1076979;0;70;2025-07-28 07:59:43;Düsseldorf
1076980;0;30;2025-07-28 07:59:44;Düsseldorf
1076980;0;10;2025-07-28 07:59:44;Düsseldorf
1076981;0;0;2025-07-28 07:59:46;Düsseldorf
1076982;0;1;2025-07-28 08:05:09;Düsseldorf
1076982;0;34;2025-07-28 08:05:09;Düsseldorf
1076982;0;2;2025-07-28 08:05:09;Düsseldorf
1076982;0;0;2025-07-28 08:05:09;Düsseldorf
1076983;0;1;2025-07-28 08:05:31;Düsseldorf
1076983;0;1;2025-07-28 08:05:31;Düsseldorf
1076983;0;1;2025-07-28 08:05:31;Düsseldorf
1076983;0;1;2025-07-28 08:05:31;Düsseldorf
1076984;0;1;2025-07-28 08:10:35;Düsseldorf
1076984;0;5;2025-07-28 08:10:35;Düsseldorf
1076985;0;10;2025-07-28 08:10:36;Düsseldorf
1076985;0;9;2025-07-28 08:10:36;Düsseldorf
1076986;0;1;2025-07-28 08:10:38;Düsseldorf
1076986;0;5;2025-07-28 08:10:38;Düsseldorf
1076986;0;2;2025-07-28 08:10:38;Düsseldorf
1076987;0;2;2025-07-28 08:11:11;Düsseldorf
1076988;0;2;2025-07-28 08:29:21;Düsseldorf
1076988;0;1;2025-07-28 08:29:21;Düsseldorf
1076989;1;0;2025-07-28 08:29:32;Düsseldorf
1076989;0;8;2025-07-28 08:29:32;Düsseldorf
1076989;0;6;2025-07-28 08:29:32;Düsseldorf
1076989;0;2;2025-07-28 08:29:32;Düsseldorf
1076989;0;5;2025-07-28 08:29:32;Düsseldorf
1076989;0;112;2025-07-28 08:29:32;Düsseldorf
1076989;0;3;2025-07-28 08:29:32;Düsseldorf
